XML-ID,Wikidata_ID,Viaf ID,NHRP ID,Given Name,Surname,Name,Year of Birth,Year of Death,Lifespan,Country of co=itizenship,Occupation,Instance,Gender,Brief Description
peAMS,Q591793,67264372,pl00000000000166,ANTON MARTIN(IUS),SCHWEIGAARD,ANTON MARTIN(IUS) SCHWEIGAARD,1808,1870,1808-1870,Norway,lawyer,human,male,"norsk jurist, sosialøkonom og politiker."
peCHS,Q1080364,115145970144132251273,pf01053257013181,CHRISTIAN [HOMAN],SCHWEIGAARD,CHRISTIAN [HOMAN] SCHWEIGAARD,1838,1899,1838-1899,Norway,lawyer,human,male,norsk jurist og politiker.
peAvonS,Q63994058,220643930,,AUGUST KARL HEINRICH VON,SCHWEINITZ,AUGUST KARL HEINRICH VON SCHWEINITZ,1805,1879,1805-1879,,military leader,human,male,prøyssisk ingeniøroffiser.
peSchw,,,,FRU PHILIPP,SCHWEITZER,FRU PHILIPP SCHWEITZER,,,,,,human,,"ikke identifisert, men muligens norsk, jf. om P. Schweitzer: «machte 1868 eine Ferienreise nach Norwegen, wo er sich verheiratete» (Adolf Hinrichsen, Das literarische Deutschland, 2. Aufl., Berlin: C.F. Steinacher 1891, 225)."
pePSchw,Q94759127,40161564,,PHILIPP,SCHWEITZER,PHILIPP SCHWEITZER,1846,1890,1846-1890,,translator,human,male,tysk litteraturhistoriker.
peEdS,Q4568640,11359118,,EDVARD,SCHØNBERG,EDVARD SCHØNBERG,1831,1905,1831-1905,Norway,professor,human,male,norsk lege.
peHSE,,,,[MAREN CAROLINE] HENRIETTE,SCHØNBERG [ERKEN],[MAREN CAROLINE] HENRIETTE SCHØNBERG [ERKEN],1866,1953,1866-1953,,,human,,norsk husstellærerinne og kokebokforfatter.
peWS,,,,WILHELMINE,SCHØNBERG,WILHELMINE SCHØNBERG,1864,1936,1864-1936,,,human,,norsk lærerinne.
peFCSch,Q5499313,37685361,pf01053257128141,FREDERIK [CHRISTIAN] («FRITZ»),SCHÜBELER,FREDERIK [CHRISTIAN] («FRITZ») SCHÜBELER,1815,1892,1815-1892,Norway,physician,human,male,norsk botaniker.
peSch,,,,,SCHØLL,SCHØLL,,,,,,human,,ikke identifisert.
peLSee,Q4964001,,,LOTTEN [JENNY ANNE-MARIE],SEELIG,LOTTEN [JENNY ANNE-MARIE] SEELIG,1867,1924,1867-1924,Sweden,actor,human,female,svensk skuespillerinne og teaterdirektør.
peJSel,Q6172486,,pf01036392022545,JENS [ANDREAS LUDVIG],SELMER,JENS [ANDREAS LUDVIG] SELMER,1845,1928,1845-1928,Norway,actor,human,male,norsk skuespiller.
peJoS,Q981702,67364764,pf01052055011274,JOHAN [PETER],SELMER,JOHAN [PETER] SELMER,1844,1910,1844-1910,Norway,composer,human,male,norsk komponist og dirigent.
peLSe,Q42529341,,pf01036392022546,LEONORA (Eleonora Josephine),SELMER,LEONORA (Eleonora Josephine) SELMER,1850,1930,1850-1930,Norway,actor,human,female,norsk skuespillerinne.
peLASe,Q2054,60158790620538851262,,LUCIUS ANNAEUS,SENECA d.y.,LUCIUS ANNAEUS SENECA d.y.,-0004,0065,-0004-0065,Ancient Rome,writer,human,male,"romersk filosof, forfatter og politiker."
peCSH,,,,CHARLES LÉON DE,SERVINS D’HÉRICOURT,CHARLES LÉON DE SERVINS D’HÉRICOURT,1843,1911,1843-1911,,,human,,fransk sendemann.
peWiS,Q692,96994048,,WILLIAM,SHAKESPEARE,WILLIAM SHAKESPEARE,1564,1616,1564-1616,Kingdom of England,playwright,human,male,engelsk dikter.
peGS,Q949742,76356391,pf01037015003008,GEORG [CHRISTIAN],SIBBERN,GEORG [CHRISTIAN] SIBBERN,1816,1901,1816-1901,Norway,politician,human,male,norsk diplomat og politiker.
peLFGS,,,,[LUDVIG FREDERIK] GABRIEL,SIBBERN,[LUDVIG FREDERIK] GABRIEL SIBBERN,1824,1903,1824-1903,,,human,,dansk filosof.
peCNJS,,,,CARL NICOLAI JENSEN,SICHLAU,CARL NICOLAI JENSEN SICHLAU,1814,1877,1814-1877,,,human,,dansk sanger og skuespiller.
pePFS,Q94928601,304964051,,PETER FRIEDRICH,SIEBOLD,PETER FRIEDRICH SIEBOLD,1827,1911,1827-1911,,translator,human,male,tysk handelsreisende.
peSJors,Q313005,5855098,,,,SIGURD 1. Magnusson JORSALFARE,1089,1130,1089-1130,Norway,military personnel,human,male,norsk konge.
peCSi,,,,CHRISTINE [MARIE MAGDALENE],SIEWERS,CHRISTINE [MARIE MAGDALENE] SIEWERS,1828,,1828-,,,human,,norsk skuespillerinne.
pePeSi,,,,PETER,SIMONSEN,PETER SIMONSEN,1831,1895,1831-1895,,,human,,norsk kjøpmann og samler.
peASi,,,,ANNA [CHRISTINE],SINDING,ANNA [CHRISTINE] SINDING,1855,1914,1855-1914,,,human,,norsk malerhustru.
peChrS,Q364854,64273550,pf01053257045006,CHRISTIAN [AUGUST],SINDING,CHRISTIAN [AUGUST] SINDING,1856,1941,1856-1941,Norway,musicologist,human,male,norsk komponist.
peOSi,Q1387579,57391201,pf01037029004471,OTTO [LUDVIG],SINDING,OTTO [LUDVIG] SINDING,1842,1909,1842-1909,Norway,writer,human,male,norsk maler og forfatter.
peSiSi,Q4582180,438149106005968490162,pf01036373003902,SIGMUND,SINDING,SIGMUND SINDING,1875,1936,1875-1936,Norway,writer,human,male,norsk maler.
peSSi,Q1337281,45085255,pf01038027008533,STEPHAN [ABEL],SINDING,STEPHAN [ABEL] SINDING,1846,1922,1846-1922,Norway,professor,human,male,norsk billedhugger.
peASL,Q4723446,64385043,pf01037045019142,[NILS ULRIK] ALFRED,SINDING-LARSEN (før 1881: Sinding Larsen),[NILS ULRIK] ALFRED SINDING-LARSEN (før 1881: Sinding Larsen),1839,1911,1839-1911,Norway,poet,human,male,"norsk embetsmann, journalist og forfatter."
pePSi,Q936269,27879890,pf01037106001633,PER [ERIKSEN] (Peder),SIVLE,PER [ERIKSEN] (Peder) SIVLE,1857,1904,1857-1904,Norway,writer,human,male,norsk forfatter.
peES,Q11966559,,pf01052040012258,EDVARD [OTTO ROSSING],SKARI,EDVARD [OTTO ROSSING] SKARI,1839,1903,1839-1903,Norway,photographer,human,male,norsk marinemaler.
peOSk,Q4585213,310508854,pl00000000006268,OLAF (Ole),SKAVLAN,OLAF (Ole) SKAVLAN,1838,1891,1838-1891,Norway,playwright,human,male,norsk forfatter og litteraturhistoriker.
peMSBS,Q4579013,96581322,pf01052679001799,MATHIAS [SEVERIN BERNTSEN],SKEIBROK,MATHIAS [SEVERIN BERNTSEN] SKEIBROK,1851,1896,1851-1896,Norway,illustrator,human,male,norsk billedhugger.
peASkr,Q291676,64021492,pd00000007441308,[BERTHE] AMALIE,SKRAM,[BERTHE] AMALIE SKRAM,1846,1905,1846-1905,Norway,writer,human,female,norsk forfatterinne.
peCSk,Q2965652,7658509,pf01036470003999,CHRISTIAN [ERICHSEN],SKREDSVIG,CHRISTIAN [ERICHSEN] SKREDSVIG,1854,1924,1854-1924,Norway,writer,human,male,norsk maler og forfatter.
peJNS,Q4586311,121654161,,JOHANNES [NILSSON],SKAAR,JOHANNES [NILSSON] SKAAR,1828,1904,1828-1904,Norway,priest,human,male,norsk biskop.
peCSm,Q18507975,20457534,,CARL FRITHJOF,SMITH,CARL FRITHJOF SMITH,1859,1917,1859-1917,Norway,professor,human,male,norsk-tysk maler.
peEWS,Q18117884,9999112,,ERNEST WILLIAM,SMITH,ERNEST WILLIAM SMITH,1864,1935,1864-1935,,,human,male,engelsk journalist.
peMSm,Q56007475,303897737,,MATHILDE [JOSEPHINE],SMITH,MATHILDE [JOSEPHINE] SMITH,1826,1882,1826-1882,Norway,painter,human,female,norsk landskapsmalerinne.
peIFS,Q6182306,272149547,,[ISAC] FREDRIK,SMITT,[ISAC] FREDRIK SMITT,1820,1896,1820-1896,Sweden,actor,human,male,"svensk skuespiller, teaterdirektør og forfatter."
peCS,Q1040670,41853636,,CARL [JOHAN GUSTAF],SNOILSKY,CARL [JOHAN GUSTAF] SNOILSKY,1841,1903,1841-1903,Sweden,writer,human,male,svensk dikter og diplomat.
peESn,Q44010202,19666411,,EBBA [FREDRIKA ELEONORA],SNOILSKY,EBBA [FREDRIKA ELEONORA] SNOILSKY,1844,1917,1844-1917,,drawer,human,female,svensk forfatterhustru.
peElS,,,,ELISABETH [FLORENTINA],SNOILSKY,ELISABETH [FLORENTINA] SNOILSKY,1883,1979,1883-1979,,,human,,"svensk, datter av Carl og Ea Snoilsky. "
peSnSt,Q102323,89085541,,,,SNORRE STURLASSON,1178,1241,1178-1241,Iceland,writer,human,male,"islandsk høvding, skald og sagaskriver."
peDroS,Q130408,83145969937532250216,,,,SOFIE [WILHELMINE MARIANE HENRIETTE] (Sophie; i Sverige Sofia eller Sophia),1836,1913,1836-1913,,monarch,human,female,"svensk dronning 1872-1913, norsk dronning 1872-1905."
peAugSoh,Q448905,16149366404485602864,,[PER] AUGUST [FERDINAND],SOHLMAN,[PER] AUGUST [FERDINAND] SOHLMAN,1824,1874,1824-1874,Sweden,politician,human,male,svensk pressemann.
peRSo,,,,RUDOLF,SOKOLOWSKY,RUDOLF SOKOLOWSKY,1868,,1868-,,,human,,"redaktør i Hamburg (Anker 2, 150)."
peJSo,Q2362227,59882817,,JØRGEN [VALENTIN],SONNE,JØRGEN [VALENTIN] SONNE,1801,1890,1801-1890,Denmark,painter,human,male,dansk maler.
peBSo,,,,BOLETTE,SONTUM,BOLETTE SONTUM,1885,1944,1885-1944,,,human,,norsk-amerikansk.
peCaSo,,,,CAROLINE [EUGENIE],SONTUM,CAROLINE [EUGENIE] SONTUM,1861,1945,1861-1945,,,human,,norsk legehustru.
peChrSo,,,,CHRISTIAN [FREDRIK],SONTUM,CHRISTIAN [FREDRIK] SONTUM,1858,1902,1858-1902,,,human,,norsk lege.
peCSo,,,,CHRISTIAN FREDRIK,SONTUM,CHRISTIAN FREDRIK SONTUM,1778,1862,1778-1862,,,human,,"norsk kjøpmann (HU 19, 481;"
peHSo,,,,HELENE [MØLLER],SONTUM,HELENE [MØLLER] SONTUM,1790,1864,1790-1864,,,human,,norsk pensjonatvertinne.
peSvSWE,Q242862,68772990,,,,SOPHIE [WILHELMINE MARIE LOUISE],1824,1897,1824-1897,Kingdom of the Netherlands,aristocrat,human,female,nederlandsk-tysk hertuginne (DBI).
pePSp,Q17120332,56361974,pf01052055025086,PAOLO [AGOSTINO],SPERATI,PAOLO [AGOSTINO] SPERATI,1821,1884,1821-1884,Kingdom of Italy,composer,human,male,italiensk-norsk musiker.
peCaSp,,,,CARLOTTA,SPINN,CARLOTTA SPINN,1873,,1873-,,,human,,tysk malerhustru.
peDSp,,,,DIANA,SPINOLA,DIANA SPINOLA,1875,,1875-,,,human,,datter av Vittoria Guerrieri og Luigi Domenico Spinola (Reitwiesner [2008]).
peLDS,,,,LUIGI DOMENICO,SPINOLA,LUIGI DOMENICO SPINOLA,1825,1899,1825-1899,,,human,,italiensk adelsmann.
peVGSp,,,,VITTORIA GUERRIERI,SPINOLA,VITTORIA GUERRIERI SPINOLA,1848,1905,1848-1905,,,human,,italiensk kongedatter.
peSpi,Q1705795,25415205,,JOSEF,SPITHÖVER,JOSEF SPITHÖVER,1813,1892,1813-1892,,art dealer,human,male,"tysk bokhandler, kunsthandler og mesen i Roma."
peDaSp,Q999539,42641688,,DANIEL,SPITZER,DANIEL SPITZER,1835,1893,1835-1893,Austria,writer,human,male,østerriksk forfatter.
peASp,Q3440960,,pf01053073001904,AUGUST [GEELMUYDEN],SPØRCK,AUGUST [GEELMUYDEN] SPØRCK,1851,1928,1851-1928,Norway,politician,human,male,norsk offiser.
peGBNS,,,,GABRIEL [BASTIAN NICOLAI],STABELL,GABRIEL [BASTIAN NICOLAI] STABELL,1846,1928,1846-1928,,,human,,norsk lærer.
peLSta,,,,LUDWIG,STAINER,LUDWIG STAINER,,,,,,human,,ikke identifisert.
peAPSta,,,,ADELAIDE [PAULINE],STANG,ADELAIDE [PAULINE] STANG,1840,1931,1840-1931,,,human,,norsk politikerhustru.
peESta,Q1336909,610149296142280670000,pf01036392089170,EMIL,STANG,EMIL STANG,1834,1912,1834-1912,Norway,judge,human,male,norsk jurist og politiker.
peFStang,Q936096,51728192,pf01038027002069,FREDERIK,STANG,FREDERIK STANG,1808,1884,1808-1884,Norway,lawyer,human,male,norsk jurist og politiker.
peMAS,,,,M.A.,STANGBY,M.A. STANGBY,,,,,,human,,ikke identifisert.
peESte,,,,ESTANCE [LOVISE CHRISTI],STEEN,ESTANCE [LOVISE CHRISTI] STEEN,1834,,1834-,,,human,,norsk embetsmannsdatter.
peHCFS,,,,[HANS CHRISTIAN] FREDERIK,STEEN,[HANS CHRISTIAN] FREDERIK STEEN,1819,1871,1819-1871,,,human,,"dansk bokhandler (Anker 2, 48)."
peJSte,Q613071,228243076,pf01038387004641,JOHANNES [WILHELM CHRISTIAN],STEEN,JOHANNES [WILHELM CHRISTIAN] STEEN,1827,1906,1827-1906,Norway,politician,human,male,norsk skolemann og politiker.
peKS,,,,KRISTINE [WILHELMINE PETREA],STEEN,KRISTINE [WILHELMINE PETREA] STEEN,1840,1931,1840-1931,,,human,,norsk lærerinne.
peSSt,,,,SØREN SWENSEN,STEEN,SØREN SWENSEN STEEN,1851,1913,1851-1913,,,human,,norsk skipsfører.
pePFSt,,,,PETER FREDERIK,STEENSBALLE,PETER FREDERIK STEENSBALLE,1821,1895,1821-1895,,,human,,norsk bokhandler.
peJaSte,Q701104,27367797,,[JOHANNES] JAPETUS [SMITH],STEENSTRUP,[JOHANNES] JAPETUS [SMITH] STEENSTRUP,1813,1897,1813-1897,Denmark,zoologist,human,male,dansk naturforsker.
peCCHS,Q896573,40150319,,CARL [CONSTANTIN HEINRICH],STEFFECK,CARL [CONSTANTIN HEINRICH] STEFFECK,1818,1890,1818-1890,Germany,painter,human,male,"tysk historie-, dyre- og portrettmaler, raderer og litograf."
peGFS,Q1555424,27842892,,GUSTAF [FREDRIK],STEFFEN,GUSTAF [FREDRIK] STEFFEN,1864,1929,1864-1929,Sweden,politician,human,male,svensk sosiolog og politiker.
peHSt,Q64406,46887340,,HENRICH,STEFFENS,HENRICH STEFFENS,1773,1845,1773-1845,Norway,naturalist,human,male,"norsk-dansk-tysk naturforsker, filosof og forfatter."
peSvL,Q61956,44308789,,LORENZ VON,STEIN,LORENZ VON STEIN,1815,1890,1815-1890,Germany,lawyer,human,male,tysk økonom.
peLvdS,Q94772850,315580918,,ELEONORE VON DEN,STEINEN,ELEONORE VON DEN STEINEN,1867,1944,1867-1944,,,human,female,tysk etnologhustru.
peADSt,,,,ANNA/ANNE DOROTHEE,STEINHOFF,ANNA/ANNE DOROTHEE STEINHOFF,,1885,-1885,,,human,,tysk tollkontrollørhustru.
peHSte,,,,HANNA (Johanne Christine),STENERSEN,HANNA (Johanne Christine) STENERSEN,1828,1904,1828-1904,,,human,,norsk skipperdatter og verksbestyrerhustru.
peLBS,,,,LAURITS (Laurentius Borchsenius),STENERSEN,LAURITS (Laurentius Borchsenius) STENERSEN,1843,1921,1843-1921,,,human,,norsk klassiskfilolog og numismatiker.
peWSt,Q435688,66653110,,[KARL] WILHELM [EUGÈNE],STENHAMMAR,[KARL] WILHELM [EUGÈNE] STENHAMMAR,1871,1927,1871-1927,Sweden,composer,human,male,"svensk komponist, pianist og dirigent."
peGeSte,Q3353704,37050512,,GEORGE,STEPHENS,GEORGE STEPHENS,1813,1895,1813-1895,England,archaeologist,human,male,engelsk-skandinavisk runeforsker og folkeminnesamler.
peOSt,Q12329843,,,ODDGEIR,STEPHENSEN,ODDGEIR STEPHENSEN,1860,1913,1860-1913,Denmark,actor,human,male,dansk skuespiller og teaterdirektør.
peAdSte,Q76023,35059837,,[FRIEDRICH] ADOLF [ERNST],STERN,[FRIEDRICH] ADOLF [ERNST] STERN,1835,1907,1835-1907,Germany,writer,human,male,tysk forfatter og litteraturhistoriker.
peHVS,Q6190196,89556797,,HANS VALDEMAR,STHYR,HANS VALDEMAR STHYR,1838,1905,1838-1905,Denmark,bishop,human,male,dansk teolog.
peLSti,,,,LEO,STIEGLITZ,LEO STIEGLITZ,,,,,,human,,"tysk teatermann, inspisient ved Hoftheater i Meiningen (Anker 2, 99)."
peMSJM,Q76157873,,,MARY,ST JOHN-MILDMAY,MARY ST JOHN-MILDMAY,1886,,1886-,,,human,female,"engelsk (Anker 2, 157)."
peEStj,Q6190745,55433988,,[CARL] EDVARD,STJERNSTRÖM,[CARL] EDVARD STJERNSTRÖM,1816,1877,1816-1877,Sweden,actor,human,male,svensk skuespiller og teaterleder.
peLStj,Q4950707,282768052,,LOUISE (Lovisa Elisabeth),STJERNSTRÖM,LOUISE (Lovisa Elisabeth) STJERNSTRÖM,1812,1907,1812-1907,Sweden,actor,human,female,"svensk forfatterinne (BBS 1, 314; Hermelin, Lewandowski & Lönnqvist red. 1982)."
peJCS,Q104414305,368149066756665602876,,JOHAN CHRISTOFFER,STOCHHOLM,JOHAN CHRISTOFFER STOCHHOLM,1850,1931,1850-1931,Denmark,writer,human,male,dansk kunstfotograf og kunstforlegger.
peFS,,,,FERDINAND,STOCKENBERG,FERDINAND STOCKENBERG,1866,1902,1866-1902,,,human,,svensk jurist.
peNS,Q28549758,,pf01052721085124,NANNA,STORJOHAN,NANNA STORJOHAN,1838,1898,1838-1898,Norway,activist,human,female,norsk prestehustru.
peGSto,Q962296,34816053,pf01037028012025,GUSTAV,STORM,GUSTAV STORM,1845,1903,1845-1903,Norway,writer,human,male,norsk historiker.
peJStorm,Q1692086,8313857,pf01036392065642,JOHAN [FREDERIK BREDA],STORM,JOHAN [FREDERIK BREDA] STORM,1836,1920,1836-1920,Norway,translator,human,male,norsk språkforsker.
peASto,,,,ANNA [JACOBINE ROSINE],STOUSLAND,ANNA [JACOBINE ROSINE] STOUSLAND,1868,1936,1868-1936,,,human,,norsk kontorist.
peHSto,,,,HEDVIG (ved dåpen Hedevig Cathrine),STOUSLAND,HEDVIG (ved dåpen Hedevig Cathrine) STOUSLAND,1831,1920,1831-1920,,,human,,"norsk skipsførerhustru, Henrik Ibsens søster."
peHStra,,,,HENRIK,STRANDVOLD,HENRIK STRANDVOLD,1861,1924,1861-1924,,,human,,dansk journalist.
peDFS,Q57219,41974365,,DAVID FRIEDRICH,STRAUSS,DAVID FRIEDRICH STRAUSS,1808,1874,1808-1874,Kingdom of Württemberg,writer,human,male,tysk teolog.
peGSt,Q3107344,11048003,,GIOVANNI,STRAZZA,GIOVANNI STRAZZA,1818,1875,1818-1875,Kingdom of Italy,artist,human,male,italiensk billedhugger.
peASt,Q7724,54154627,,[JOHAN] AUGUST,STRINDBERG,[JOHAN] AUGUST STRINDBERG,1849,1912,1849-1912,Sweden,screenwriter,human,male,svensk forfatter.
peAS,Q119527,77119439,,[ADOLPH HEINRICH] ADOLF,STRODTMANN,[ADOLPH HEINRICH] ADOLF STRODTMANN,1829,1879,1829-1879,German Empire,writer,human,male,"tysk forfatter, litteraturhistoriker og oversetter."
peStrodt,,,,fru,STRODTMANN,fru STRODTMANN,,,,,,human,,"ikke identifisert, jf. kommentar til brevet."
peHStr,Q473771,61783179,,HERMANN,STRUCK,HERMANN STRUCK,1876,1944,1876-1944,German Reich,writer,human,male,tysk maler og raderer.
peGeS,Q63371333,37144814241584389416,pf01037028011370,GEORG [FREDRIK NIELSEN],STRØMDAL,GEORG [FREDRIK NIELSEN] STRØMDAL,1856,1914,1856-1914,Norway,painter,human,male,norsk maler.
pePOS,Q7160393,73418810,,PEER OLSEN,STRØMME,PEER OLSEN STRØMME,1856,1921,1856-1921,United States of America,novelist,human,male,"norsk-amerikansk prest, journalist og forfatter."
peACS,Q459770,6045164,,AMBROSIUS [CHRISTOFFERSEN],STUB,AMBROSIUS [CHRISTOFFERSEN] STUB,1705,1758,1705-1758,Denmark,writer,human,male,dansk forfatter.
peJSt,,,,PAUL [JENSENIUS],STUB,PAUL [JENSENIUS] STUB,1819,1888,1819-1888,,,human,,norsk adjunkt.
peHeSt,Q88891472,74024215,,HEINRICH,STÜMCKE,HEINRICH STÜMCKE,1872,1923,1872-1923,,theatre critic,human,male,tysk forfatter og journalist.
peHSu,Q65448,14893927,,HERMANN,SUDERMANN,HERMANN SUDERMANN,1857,1928,1857-1928,Germany,screenwriter,human,male,tysk forfatter.
peGSu,,,,GERHARD,SUNDT,GERHARD SUNDT,1850,1910,1850-1910,,,human,,norsk kjøpmann (NBO PA).
peBeSu,Q91163,34565420,,[LUDWIG] BERNHARD,SUPHAN,[LUDWIG] BERNHARD SUPHAN,1845,1911,1845-1911,Germany,archivist,human,male,tysk litteraturhistoriker.
peBvS,Q18456,95160848,,BERTHA VON,SUTTNER,BERTHA VON SUTTNER,1843,1914,1843-1914,Austrian Empire,writer,human,female,østerriksk forfatterinne og pasifist.
peJSv,Q336668,79167821,,JOHAN [SEVERIN],SVENDSEN,JOHAN [SEVERIN] SVENDSEN,1840,1911,1840-1911,Norway,composer,human,male,norsk komponist og dirigent.
peJLRS,Q3352354,228635241,pf01052994005624,JAKOB [LIV ROSTED],SVERDRUP,JAKOB [LIV ROSTED] SVERDRUP,1845,1899,1845-1899,Norway,priest,human,male,norsk prest og politiker.
peJS,Q1350895,89558211,pf01038011009039,JOHAN,SVERDRUP,JOHAN SVERDRUP,1816,1892,1816-1892,Norway,lawyer,human,male,norsk politiker.
peFBPS,Q19398707,,,WILLIAM [FREDERIK BENEDICT PETER],SVERDRUP,WILLIAM [FREDERIK BENEDICT PETER] SVERDRUP,1809,1872,1809-1872,Norway,librarian,human,male,norsk prest og mesen.
peSvSi,Q331755,50336591,,,,SVERRE SIGURDSSON,1150,1202,1150-1202,Norway,priest,human,male,norsk konge 1177/79/84-1202.
peLS,Q11983346,,,LARS [MAGNUS],SWANSTRÖM,LARS [MAGNUS] SWANSTRÖM,1868,1939,1868-1939,,publisher,human,male,svensk-norsk forlagsbokhandler.
peESw,Q5341381,,,EDVARD [MAURITZ],SWARTZ,EDVARD [MAURITZ] SWARTZ,1826,1897,1826-1897,Sweden,actor,human,male,svensk skuespiller.
pePSw,Q6199938,61531780,,PELLE (Per Adolf),SWEDLUND,PELLE (Per Adolf) SWEDLUND,1865,1947,1865-1947,Sweden,artist,human,male,"svensk landskapsmaler (Anker 2, 120)."
peJAS,Q764212,22328834,,[JOHAN] AUGUST,SÖDERMAN,[JOHAN] AUGUST SÖDERMAN,1832,1876,1832-1876,Sweden,composer,human,male,"svensk komponist (Anker 2, 47; HU 19, 495)."
peWSo,Q6202412,316736848,,WERNER [LEOPOLD],SÖDERSTRÖM,WERNER [LEOPOLD] SÖDERSTRÖM,1860,1914,1860-1914,Grand Duchy of Finland,publisher,human,male,finsk forlegger.
peNPS,,,,NILS P.,SØGAARD,NILS P. SØGAARD,1849,1910,1849-1910,,,human,,norsk urmaker.
peSor,,,,,,SØRENSEN,,,,,,human,,ikke identifisert.
peThS,,,,CATHARINA,SØRENSEN,CATHARINA SØRENSEN,,,,,,human,,norsk skuespillerinne.
peET,Q1685441,30308041,,EMIL,TAUBERT,EMIL TAUBERT,1844,1895,1844-1895,Germany,writer,human,male,"tysk filolog, forfatter, lærer og teaterleder."
peAT,Q173869,61540536,,ALFRED LORD,TENNYSON,ALFRED LORD TENNYSON,1809,1892,1809-1892,United Kingdom of Great Britain and Ireland,writer,human,male,britisk lyriker.
peFrT,Q445891,12579287,pf01038027006917,FRITZ (eg. Johan Frederik),THAULOW,FRITZ (eg. Johan Frederik) THAULOW,1847,1906,1847-1906,Norway,painter,human,male,norsk maler.
peHCTh,Q17120470,2896663,pf01038027006916,HARALD [CONRAD],THAULOW,HARALD [CONRAD] THAULOW,1815,1881,1815-1881,Norway,pharmacist,human,male,"norsk apoteker (HU 19, 493)."
peATHi,,,,ANDREAS,THIELE,ANDREAS THIELE,1825,1907,1825-1907,,,human,,dansk trykkerieier.
peJT,Q6179851,8425317,pf01036392100859,JENS [PETER],THIIS,JENS [PETER] THIIS,1870,1942,1870-1942,Norway,conservator,human,male,norsk kunsthistoriker.
peGET,Q5621240,,,GUSTAV [EMIL],THOMASSEN,GUSTAV [EMIL] THOMASSEN,1862,1929,1862-1929,Norway,actor,human,male,"norsk skuespiller, sceneinstruktør og teatersjef."
peHeTh,,,,HELGA [MATHEA],THOMMESSEN,HELGA [MATHEA] THOMMESSEN,1854,1931,1854-1931,,,human,,norsk redaktørhustru.
peOT,Q4589920,53597066,pf01036392034248,OLA (Olaus Anthon),THOMMESSEN,OLA (Olaus Anthon) THOMMESSEN,1851,1942,1851-1942,Norway,politician,human,male,norsk pressemann.
peAxT,,,,AXEL,THORESEN,AXEL THORESEN,1851,1881,1851-1881,,,human,,norsk ingeniør (
peHCT,Q4358636,,pd00000007452215,HANS CONRAD,THORESEN,HANS CONRAD THORESEN,1802,1858,1802-1858,Norway,priest,human,male,norsk prest.
peHaCT,,,,HANS CONRAD,THORESEN,HANS CONRAD THORESEN,1837,1905,1837-1905,,,human,,norsk sakfører.
peJHT,Q27825395,,,JOHAN HERMAN,THORESEN,JOHAN HERMAN THORESEN,1832,1914,1832-1914,,,human,male,"norsk emetsmann, Susanna Isens ror. "
peMT,Q443649,25550020,pd00000007452216,[ANNA] MAGDALENE,THORESEN,[ANNA] MAGDALENE THORESEN,1819,1903,1819-1903,Norway,writer,human,female,dansk-norsk forfatterinne.
peMAT,,,,MARIE ANTOINETTE,THORESEN,MARIE ANTOINETTE THORESEN,1844,1907,1844-1907,,,human,,norsk embetsmannshustru.
peMTh,,,,MARIE [SOPHIE],THORESEN,MARIE [SOPHIE] THORESEN,1834,1874,1834-1874,,,human,,norsk prestedatter og guvernante.
peTK,,,,THOMAS KRAGH,THORESEN,THOMAS KRAGH THORESEN,1846,1876,1846-1876,,,human,,norsk teatermann.
peTho,,,,CHR.,THORKILDSEN,CHR. THORKILDSEN,,,,,,human,,ikke identifisert.
peCJT,,,,CARL JULIUS,THORNAM,CARL JULIUS THORNAM,1820,1868,1820-1868,,,human,,dansk pianostemmer og skuespiller.
peMThr,Q581903,25411974,pd00000000642262,MARCUS [MØLLER],THRANE,MARCUS [MØLLER] THRANE,1817,1890,1817-1890,Norway,photographer,human,male,"norsk lærer, publisist, pressemann og arbeiderleder."
peHT,Q15300365,45126717,,HENNING [JUNGHANS],THUE,HENNING [JUNGHANS] THUE,1815,1851,1815-1851,Norway,poet,human,male,norsk klassiskfilolog og litteraturhistoriker.
peFT,Q328792,7036159477924127990008,,FRITS (Frederik Ferdinand),TILLISCH,FRITS (Frederik Ferdinand) TILLISCH,1810,1889,1810-1889,Denmark,politician,human,male,dansk embetsmann og politiker.
peST,Q7412786,287616560,,SAMUEL,TINSLEY,SAMUEL TINSLEY,1846,1903,1846-1903,United Kingdom of Great Britain and Ireland,chess player,human,male,engelsk forlegger og sjakkspiller.
peFHT,,,,FERDINAND [HETTING],TISCHENDORF,FERDINAND [HETTING] TISCHENDORF,1849,,1849-,,,human,,norsk prest.
peSTo,Q114655,264887276,,SOPHIE VON,TODESCO,SOPHIE VON TODESCO,1825,1895,1825-1895,Austria,salonnière,human,female,østerriksk salongvertinne.
peTols,Q7243,96987389,,LEV [NIKOLAJEVITSJ] (Leo),TOLSTOJ,LEV [NIKOLAJEVITSJ] (Leo) TOLSTOJ,1828,1910,1828-1910,Russian Empire,writer,human,male,"russisk forfatter, greve."
peZT,Q139549,90638311,,ZACHARIAS,TOPELIUS,ZACHARIAS TOPELIUS,1818,1898,1818-1898,Grand Duchy of Finland,writer,human,male,finsk dikter og historiker.
pePWT,Q699748,32798877,,PETER WESSEL,TORDENSKIOLD,PETER WESSEL TORDENSKIOLD,1690,1720,1690-1720,Denmark-Norway,naval officer,human,male,dansk-norsk sjøoffiser.
